title,abstract,authors,date,publisher,keywords,doi,url
Life time of new SYSZ thermal barrier coatings produced by plasma spraying method under thermal shock test and high temperature treatment,"Nanostructured scandia (4.6mol%), yttria (0.4mol%) doped zirconia (5SYSZ) and 7wt% yttria stabilized zirconia (7YSZ) thermal barrier coatings (TBCs) were produced by plasma spraying on nickel-based superalloy substrates with NiCrAlY as the bond coat. The thermal shock behavior of the two as-sprayed TBCs at 1000°C was investigated. The results indicated that the thermal cycling lifetime of 7YSZ TBCs was longer than the 5SYSZ TBCs due to the lower thermal mismatch stress between the ceramic layer and the metallic layer at high temperature. However, the nanostructured 5SYSZ coating had higher thermal stability than 7YSZ TBC.","Loghman-Estarki, Mohammad Reza;Shoja Razavi, Reza;Edris, Hossein;pourbafrany, Mousa;Jamali, Hossein;ghasemi, Reza",2014-01-31,Ceramics International,"C. Thermal shock resistance,Atmospheric plasma spraying,Durability of TBCs under thermal cycling,Nanostructured thermal barrier coatings",10.1016/j.ceramint.2013.07.023,https://doi.org/10.1016/j.ceramint.2013.07.023
Wet abrasive behavior of composite materials obtained from solid residuals mixed with polymer and ceramic matrix,"In this study, the performance of composite materials subjected to wet abrasive wear was analyzed. This research conducted to know the resistance of these materials against this specific wear process. The types of composites used in this study could have useful applications such as coatings to protect mechanical components, including engine pistons, steam generators, and construction materials, such as bricks and shutters. These materials obtained from solid residuals known as “jales” (náhualt word that means sand) and volcanic ashes coming from mines mixed with a polymeric (epoxy and polyester resin) and ceramic (clay) matrix. The materials formed were sand mixed with clay, volcanic ashes mixed with clay, sand with epoxy resin and sand with polyester resin. The abrasion testing performed in accordance with ASTM G105 standard and the samples had a rectangular shape, and their dimensions were 50mm long×23mm wide and 10mm in thickness. Silica sand used as the abrasive particle with a grain size of 212–300μm and a hardness of 1250HV and mixed with water to conduct the tests. The amount of abrasive and water in the mix was 1.5kg and 0.94kg, respectively. A nominal rubber wheel rotation of 250rpm (2.28m/s), a sliding distance of 840m and a load of 222N were the parameters used to conduct the tests. The total time for each test was 1500 cycles. The specimen weighed before and after every test to determine the total mass loss. The volume loss (V), wear rates (Q) and wear coefficients (k) obtained after 840m, although these wear values monitored every 140m. The surface of the specimens examined with Scanning Electron Microscope (SEM). The wear mechanisms observed commonly on the specimens were parallel deep grooves and plowing and severe cutting action on the surfaces. The results indicated that the composite material that consisted of sand with epoxy resin exhibited the highest resistance to wet abrasion for all the tests. On the other hand, sand mixed with volcanic ashes with clay showed the poorest abrasion resistance.","Vite-Torres, J.;Vite-Torres, M.;Laguna-Camacho, J.R.;Escalante-Martínez, J.E.;Gallardo-Hernández, E.A.;Vera-Cardenas, E.E.",2014-08-31,Ceramics International,"Wet abrasive behavior,Composite materials,Solid residuals,Polymer matrix,Ceramic matrix",10.1016/j.ceramint.2014.02.001,https://doi.org/10.1016/j.ceramint.2014.02.001
Performance of TBCs system due to the different thicknesses of top ceramic layer,"Yttria-stabilized zirconia (YSZ) thermal barrier coatings (TBCs) with thicknesses of 200μm and 400μm were sprayed using supersonic plasma spraying (SPS) on FeNi-based substrate and Ni-based substrate, respectively. Bonding strengths of FeNi-based substrate and Ni-based substrate with different thicknesses of coatings were investigated. Bonding strength tests revealed different fracture mechanisms for the specimens with thin topcoat and thick topcoat. Scanning electron microscope (SEM) and metallographic microscope observation of the crossing sections revealed that the porosity of the thin coating was smaller than that of the thick coating, and the distribution of the porosity further determines the location of the fracture zones. Thermally grown oxide (TGO) with different thicknesses grows on the interface of the bond coat (BC) and top ceramic layer due to oxidation. Analysis validates that thickness of the topcoat plays an important role in the diffusion of oxygen and oxidation rate of the TGO while the porosity has little effect on the oxidation rate.","Fang, Xufei;Zhang, Guobing;Feng, Xue",2015-03-31,Ceramics International,"Thermal barrier coating,Ceramic layer thickness,Porosity,Oxidation",10.1016/j.ceramint.2014.10.105,https://doi.org/10.1016/j.ceramint.2014.10.105
Effect of tungsten based coating characteristics on microstructure and thermal conductivity of diamond/Cu composites prepared by pressueless infiltration,"Tungsten coatings were deposited on diamond particles by vacuum magnetron sputtering. The coated diamond particles were firstly heat treated at different temperatures, and diamond/copper (Cu) composites were fabricated by using a pressureless infiltration method afterwards. The influences of heat treatment on the microstructure and composition of tungsten based coating surface and diamond/copper composites were analysed. Notable differences were found in the microstructure with heating temperatures. Moreover, the tungsten based coating surface contained large quantities of oxidised tungsten, and the phase composition of the coatings varied within the range of tungsten–W2C–WC as the heat treatment temperature increased. The fracture surface morphologies in the copper matrix composites reinforced with diamond particles with coatings were identically characterised with the presence of ductile fracture of matrix accompanied by dissociation of diamond particles from the matrix. The thermal conductivity (TC) and gas tightness behaviours of the diamond/copper composites were also explored. A maximum TC of 768 W m−1 K−1 and a fine gas tightness of 2.5 × 10-10 Pa m3/s were obtained with reinforcement of tungsten-coated diamond particles treated at 800 °C. The value of the interface thermal resistance between copper and diamond particles was also estimated and specifically discussed.","Jia, Jinhao;Bai, Shuxin;Xiong, Degan;Wang, Jie;Chang, Jin",2019-06-01,Ceramics International,"Diamond/Cu composites,Tungsten coating,Heat treatment,Thermal conductivity",10.1016/j.ceramint.2019.02.156,https://doi.org/10.1016/j.ceramint.2019.02.156
Influence of temperature on tribological properties of microarc oxidation coating on 7075 aluminium alloy at 25 °C –300 °C,"The high-temperature tribological properties of bare 7075 Al – Zn – Mg – Cu alloy substrate and microarc oxidation (MAO) coating against ZrO2 ceramic ball were evaluated at 25 °C −300 °C. Coefficients of friction were recorded, and wear rates were determined. Surface morphology and wear scars on the ZrO2 ball were observed. Furthermore, wear mechanisms at three different temperatures were discussed. It was found that the MAO coating could maintain a low wear rate and a stable wear performance in an elevated temperature environment. At 300 °C, the wear rate of MAO coating was merely 1/11 of 7075 aluminium alloy substrate. MAO coating suffered mainly adhesive wear at ambient temperature, and both adhesive wear and abrasive wear at elevated temperatures.","Yang, Xuan;Chen, Lin;Jin, Xiaoyue;Du, Jiancheng;Xue, Wenbin",2019-06-15,Ceramics International,"High-temperature wear,Microarc oxidation,7075 aluminium alloy,Wear mechanism",10.1016/j.ceramint.2019.03.146,https://doi.org/10.1016/j.ceramint.2019.03.146
"Microstructural, corrosion and nanomechanical behaviour of ceramic coatings developed on magnesium AZ31 alloy by micro arc oxidation","Microstructural, corrosion and nanomechanical behaviour of micro arc oxidised (MAO) coating grown on magnesium AZ31B alloy was evaluated. Microstructural characterization of the coating was carried out by X-ray diffraction (XRD), scanning electron microscopy (SEM) followed by image analysis and energy dispersive spectroscopy (EDX). Linear polarization technique was used to evaluate the corrosion behaviour of the MAO coating. Further, nanoindentation was employed to evaluate nanohardness and Young’s modulus of the MAO coating. The characteristic values of both the nanohardness and the Young’s modulus were calculated through the application of the Weibull statistics.","Dey, Arjun;Rani, R.Uma;Thota, Hari Krishna;Sharma, Anand Kumar;Bandyopadhyay, Payel;Mukhopadhyay, Anoop Kumar",2013-04-30,Ceramics International,"Micro arc oxidation,Microstructure,Nanoindentation,Linear polarization",10.1016/j.ceramint.2012.10.020,https://doi.org/10.1016/j.ceramint.2012.10.020
Influence of the annealing temperature and metal salt precursor on the structural characteristics and anti-corrosion barrier effect of CeO2 sol–gel protective coatings of carbon steel,"Metal corrosion protection is one of the most important challenges in the world; moreover, the need for replacement of hazardous chromates in barrier coatings is of tremendous interest. Thus, we report the development of ceramic cerium oxide coatings by the sol–gel method on carbon steel substrates to improve their corrosion resistance and compare the influence of the use of ceric ammonium nitrate and cerium chloride as metal salt precursors. Different calcination temperatures (200, 300, 400 or 500°C) and heating rates (1 or 5°Cmin−1) of the deposited coatings were also used for synthesis of the coatings and their corrosion behavior was investigated through potentiostatic polarization and electrochemical impedance spectroscopy experiments. Electrochemical results indicated that the ceria coatings deposited using ceric ammonium nitrate at 200°C and 5°Cmin−1 are very efficient in the corrosion protection of carbon steel, thus diminishing the current density of corrosion by two orders of magnitude and shifting the corrosion potential by 380mV to more positive values when compared with bare carbon steel. The physical characterization of the sol–gel coatings carried out by atomic force microscopy and X-ray diffraction pointed out that the use of low calcination temperatures yielded homogeneous and non-cracked surfaces of ceramic cerium oxides with improved anticorrosive efficiency. By contrast, the use of high temperatures results in cracked surfaces of crystalline ceramic ceria with poor anticorrosion efficiency and also probably provokes the diffusion of components from the alloy to the coating–substrate interface. Furthermore, the use of ceric ammonium nitrate as cerium precursor resulted in the most resistive coatings for all the temperatures and heating rates studied here.","Carvalho, João B.R.;Silva, Ronaldo S.;Cesarino, Ivana;Machado, Sergio A.S.;Eguiluz, Katlin I.B.;Cavalcanti, Eliane B.;Salazar-Banda, Giancarlo R.",2014-09-30,Ceramics International,"A. Sol–gel processes,B. Surfaces,C. Corrosion,D. CeO2",10.1016/j.ceramint.2014.05.064,https://doi.org/10.1016/j.ceramint.2014.05.064
Rietveld analysis of ferroelectric PbZr0.525Ti0.475O3 thin films,"A procedure to obtain all the components of crystal structure by simultaneous Rietveld refinement of X-ray diffraction pattern collected is described. The specimens used were lead zircone titanate (PZT) thin films prepared by chemical solution deposition (CSD) and deposited on Si (100) and Si (100)/Pt (200) substrates. The growth condition to obtain high quality epytaxial of thin lead zircone titanate was carried out by spin coating at angular velocities 2500, 3000, 3500rpm for 30s and they were annealed at 750°C for 3h. We made single and multi layers films. For 21 specimens with different treatments, we have refined eight parameters which include lattice parameters, background, absorption coefficient, atomic positions, two theta zero error, thermal factors, and profile peak functions. Most of the samples show that the crystal structures are tetragonal with space group P4mm. Thermal effect and profile function refinement make were fitted better than other effect in the refinement. The plane orientations (100) and (200) sometimes were noticed as an effect of substrate, but it was confirmed indeed the growth of PZT thin film.","Yogaraksa, Teguh;Hikam, Muhammad;Irzaman,",2004-12-31,Ceramics International,"D. PZT,Rietveld analysis,Thin films",10.1016/j.ceramint.2003.12.144,https://doi.org/10.1016/j.ceramint.2003.12.144
Enhanced luminescence properties of phosphors coated by silica nano-layers: Study of reflection and emission,"We present a comprehensive investigation of the YVO4:1 mol% Eu3+ phosphor, synthesized via a facile solid-state approach. Different amounts of TEOS were used to coat the surface of phosphors by SiO2 via sol-gel method. It was found experimentally that covering the surface of phosphors by specific amounts of silica results in the improvement of phosphors emission intensity. Individually, by calculating the reflection coefficient of YVO4 and YVO4/SiO2 phosphors and also using the classical electromagnetic concepts, it was shown that the existence of silica layers on YVO4 particles reduces the reflection of the excitation beam, which is in good agreement with the reinforced emission behavior. Experimentally, upon the collision of UV light with the wavelength of 310 nm, the strongest photoluminescence emission is achieved when the thickness of the SiO2 layer is approximately 50 nm. This result is consistent with the optimum thickness calculated via the reflection coefficient and also the Beer-Lambert law.","Rafiaei, Seyed Mahdi;Ashrafi, Fatemeh;Sayyadi-Shahraki, Ahmad;Karimzadeh, Elmira",2019-02-01,Ceramics International,"Solid-state,Sol-gel,Silica,Coating,Reflection,Photoluminescence",10.1016/j.ceramint.2018.10.044,https://doi.org/10.1016/j.ceramint.2018.10.044
Preparation and characterization of multilayer mesoporous alumina nano membrane via sol–gel method using new precursors,"In the present study, a mesoporous γ-alumina layer was coated on a macroporous α-alumina support via sol–gel method to produce a multilayer mesoporous alumina membrane with high performance. Different parameters like homogeneity of colloidal solution, additive, working temperature, roughness of the membrane surface, membrane thickness and porosity of the membrane were analyzed. Two types of new different solvents and additives were considered and compared to have a perfect colloidal sol. A crack-free γ-alumina membrane was obtained by adding Poly Vinyl Alcohol to the alumina solution in an optimum conditions. In order to investigate the thermal stability of the membrane, it was dried and heated up to 600°C. The alumina sols showed particle size distributions in the range of 20–55nm which was measured by a DLS zeta sizer. The roughness of the sub-layers was measured using a Roughness Checker and density and porosity were measured based on Archimedes principle. X-ray diffraction technique (XRD), atomic force microscopy (AFM) and scanning electron microscopy (SEM) were used to characterize the membrane layer. The thickness of the produced mesoporous membrane was about 4µm with 16nm of surface roughness and 5nm pore size.","Kheirollahi, Iman;Abdellahi, Majid;Emamalizadeh, Mehdi;Sharifi, Hassan",2015-12-31,Ceramics International,"E. Membrane,Mesoporous,Coating,Alumina,Sol–Gel",10.1016/j.ceramint.2015.08.074,https://doi.org/10.1016/j.ceramint.2015.08.074
Effect of co-deposited SiC nanowires and carbon nanotubes on oxidation resistance for SiC-coated C/C composites,"To protect carbon/carbon composites (C/Cs) against oxidation, SiC coating toughened by SiC nanowires (SiCNWs) and carbon nanotubes (CNTs) hybrid nano-reinforcements was prepared on C/Cs by a two-step technique involving electrophoretic co-deposition and reactive melt infiltration. Co-deposited SiCNWs and CNTs with different shapes including straight-line, fusiform, curved and bamboo dispersed uniformly on the surface of C/Cs forming three-dimensional networks, which efficiently refined the SiC grains and meanwhile suppressed the cracking deflection of the coating during the fabrication process. The presence of SiCNWs and CNTs contributed to the formation of continuous glass layer during oxidation, while toughed the coating by introducing toughing methods such as bridging effect, crack deflection and nanowire pull out. Results showed that after oxidation for 45h at 1773K, the weight loss percentage of SiC coated specimen was 1.35%, while the weight gain percentage of the SiCNWs/CNTs reinforced SiC coating was 0.03052% due to the formation of continuous glass layer. After being exposed for 100h, the weight loss percentage of the SiCNWs/CNTs reinforced SiC coating was 1.08%, which is relatively low.","Huo, Caixia;Guo, Lingjun;Li, Yunyu;Wang, Changcong;Feng, Lei;Liu, Ningkun;Zhang, Yulei;Dong, Kaiyuan;Song, Qiang",2017-02-01,Ceramics International,"Co-deposition,Carbon nanotubes,SiC nanowires,Carbon/carbon composites,SiC coating,Oxidation resistance",10.1016/j.ceramint.2016.08.196,https://doi.org/10.1016/j.ceramint.2016.08.196
Processing of Zn-Substituted calcium silicate layers on Y-Tzp bioceramics by dip coating,"Ceramic layers based on calcium silicate non-substituted and substituted by Zn with different thickness, were developed by immersing porous Y-TZP disks into SiO2–CaO–ZnO–P2O5 glass suspensions with ZnO contents in the range of 0–20 mol%. The effect of the disk surface porosity and the slip solid loading on the formation of the dip coated layer was investigated. Special emphasis was given to the ZnO content of the dip coating slurries and its influence on the thickness and composition of the sintered layer. The greater chemical stability of the 20 mol% ZnO-substituted glass powder during aqueous colloidal processing resulted in slips with low viscosity values; whereas the high dissolution rate of the glass having 10 mol% ZnO significantly increased the slip viscosity. The liquid entrainment mechanism at the initial stage was accelerated either by using 10 mol% ZnO-substituted glass slips or by increasing the slip solid loading. The casting rate for longer immersion times markedly increased by increasing the surface porosity of Y-TZP disks. Sintered layers with thickness ~30–70% lower were produced using the glass dip coating slip with 20 mol% ZnO in comparison to 10 mol% ZnO. The main crystalline phase of the coated sintered layers was Ca3Si3O9, Ca2ZnSi2O7 and ZnSiO4 for the glasses with 0, 10 and 20 mol% ZnO, respectively.","Bruni, Yesica L.;Puleston, Thomas P.;Albano, María P.",2020-07-31,Ceramics International,"Bioceramics,Zn-substituted calcium silicate coatings on Y-TZP,Dip coating,Layer formation rate,Microstructure",10.1016/j.ceramint.2020.03.044,https://doi.org/10.1016/j.ceramint.2020.03.044
Li0.95Na0.05MnPO4/C nanoparticles compounded with reduced graphene oxide sheets for superior lithium ion battery cathode performance,"Sodium-substituted LiMnPO4/C/reduced graphene oxide (LNMP@rGO) was synthesized in this study via freeze drying and carbon thermal reduction method with graphene oxide as carbon source. Sodium ion doping is optimized and rGO effects are evaluated by XRD, SEM, TEM, BET, Raman, and electrochemical performance measurements. Well-distributed nanoparticles with average size of ~50 nm are evenly distributed on the surface or intercalation between rGO layers, resulting in a porous ion/electronic conductive network. Compared to 122.3 mA h g−1 in unmodified LNMP, the best LNMP@rGO (20 mg rGO) exhibits an excellent initial discharge capacity of 150.4 mA h g−1 at 0.05 C at 122.9% of the initial capacity. The capacity retention rate is 95.8% of the initial capacity after 100 cycles at 1 C. Capacity of 101.2 mA h g−1 is preserved even at rates as high as 10 C.","Li, Junzhe;Luo, Shao-hua;Sun, Yang;Li, Jiayu;Zhang, Jun;Yi, Ting-Feng",2019-03-31,Ceramics International,"Lithium-ion battery,Reduced graphene oxide,Sodium ion doping,Carbon coating",10.1016/j.ceramint.2018.11.181,https://doi.org/10.1016/j.ceramint.2018.11.181
Hot corrosion behavior of Lu2SiO5 and La2SiO5 in a molten Na2SO4 environment: A first-principles corrosion resistance investigation,"The hot corrosion behavior of Lu2SiO5 and La2SiO5 (RE2SiO5, RE: rare earth) under Na2SO4 attack was investigated at temperatures ranging from 900 to 1100 °C. First-principles quantum mechanical calculations based on the density functional theory (DFT) were used to obtain the electronic structures of RE2SiO5. The results indicated that the hot corrosion behavior of these compounds depended on their crystal structure and the structural stability of various corrosion products. First-principles results revealed that the RE–O bond was easier to break than the Si–O bond under molten Na2SO4 corrosion environment. In this process, Na+ cations partly substitute RE3+ cations to form NaRE silicates. Once NaRESiO4 was initially formed, cyclosilicate and apatite phases were produced sequentially as the temperature and extent of corrosion increased. In addition, Lu2SiO5 exhibited higher corrosion stability than La2SiO5 because of the lower distortion of the RE–O coordinated polyhedral. The Lu–O bonds showed higher bonding strengths than the La–O bonds as revealed by the density of state (DOS) and Mulliken population analyses. Furthermore, the stability of the formed NaRESiO4 increased upon decreasing the size of the RE3+ cation. Therefore, Lu2SiO5 was more readily formed than NaLuSiO4, and La2SiO5 was prone to form oxyapatite NaLa9Si6O26 after undergoing corrosion with Na2SO4. Overall, Lu2SiO5 showed better corrosion resistance to Na2SO4 than La2SiO5.","Jiang, Fengrui;Cheng, Laifei;Wei, Hanjun;Wang, Yiguang",2019-08-15,Ceramics International,"Hot corrosion,Lu2SiO5,La2SiO5,Na2SO4,First-principles calculations,Environmental barrier coatings",10.1016/j.ceramint.2019.05.058,https://doi.org/10.1016/j.ceramint.2019.05.058
Synthesis and microstructure of Gd2O3-doped HfO2 ceramics,"The effect of Gd2O3-doping on the crystal structure, surface morphology and chemical composition of the Gd2O3–HfO2 system is reported. Gd2O3–HfO2 ceramics with variable composition were prepared by varying the Gd2O3 composition in the range of 0–38mol% balanced HfO2. X-ray diffraction (XRD) analysis indicates that the Gd2O3 concentration influences the crystal structure of the Gd2O3–HfO2 ceramics. Pure HfO2 and Gd2O3 crystallize in monoclinic and body centered cubic structure, respectively. The Gd2O3–HfO2 ceramics exhibit mixed monoclinic and fluorite structure when the Gd2O3 concentration is varied from 4 to 12mol%. At 20mol% of Gd2O3, existence of only the fluorite phase was found. Increasing the Gd2O3 concentration to 38mol% results in the formation of single-phase pyrochlore Gd2Hf2O7 (a =5.258Å).","Roy, C.K.;Noor-A-Alam, M.;Choudhuri, A.R.;Ramana, C.V.",2012-04-30,Ceramics International,"Gd2O3–HfO2 ceramics,Crystal structure,Phase transformations,Thermal barrier coatings,X-ray diffraction,Scanning electron microscopy",10.1016/j.ceramint.2011.10.002,https://doi.org/10.1016/j.ceramint.2011.10.002
Microstructure effects on fracture failure mechanism of CrAl/CrAlN coating,"In this work, the Metal-rich phase Chromium Aluminum (CrAl)/Ceramic phase Chromium Aluminum Nitride (CrAlN) multi-layer coatings were prepared by Arc Ion Plating (AIP). The micro-structure and phase composition of CrAl/CrAlN multi-layer coatings were characterized, and the microstructure, mechanical properties, residual stress and fracture toughness of the coating were emphatically analyzed. It has been found out that the residual stress of the multi-layer coating was only −0.932 ± 0.065 GPa, which was significantly lower than that of the mono-layer coating for −1.569 ± 0.093 GPa. At the same time, it was also found that the preferred growth orientation of the coating changed from a mono-layer (111) to a multi-layer (200) crystal plane. The hardness of the multi-layer (22.74 ± 0.57 GPa) is slightly lower than that of the mono-layer (24.92 ± 0.5 GPa), and the adhesion strength (46.2 ± 3.8 N) is obviously higher than that of the mono-layer (37.4 ± 2.4 N), and the fracture toughness is also higher (8.7 ± 0.8 MPa m1/2). In addition, the mechanism of crack initiation and propagation in stress-induced coatings was studied in detail on the basis of the structure of micro-nano CrAl/CrAlN multi-layer coatings.","Wang, Di;Lin, Song-sheng;Shi, Qian;Xue, Yu-na;Yang, Hong-zhi;Zhang, Dong-can;Xu, Zhong-zhan;Guo, Chao-qian;Dai, Ming-jiang;Jiang, Bai-ling;Zhou, Ke-song",2020-09-23,Ceramics International,"Multilayer coating,Metal-rich phase,Micro-nano structure,Fracture toughness",10.1016/j.ceramint.2020.09.217,https://doi.org/10.1016/j.ceramint.2020.09.217
Accurate residual stress measurement as a function of depth in environmental barrier coatings via a combination of X-ray diffraction and Raman spectroscopy,"This study examined the properties of the latest generation of rare earth silicate environmental barrier coating system (EBCs). By combining X-ray diffraction and Raman spectroscopy, a novel and efficient method was developed to measure residual stress in EBCs produced by slurry coating. A 633-nm-wavelength laser beam from the confocal microlaser of a Raman spectrometer was focused on the cross-section of samples, and the spectra were recorded. We performed non-linear multi-peak spectrum fitting with the Lorenz function to obtain the peak shift of the EBC top coat at 5 μm intervals as a function of depth. We then obtained the stress distribution along the depth by calibrating the stress value on the surface via X-ray diffraction. The residual stress in the coating which endured high temperature, water, and oxygen corrosion without serious damage, was non-uniform and compressive. The stress at the bottom of the coating was approximately −275 MPa, decreasing towards the surface. A sudden shift in stress value was observed in the distribution of the residual stress, which was attributed to residual stress relaxation caused by microscopic pores contained within the coating.","Ye, Cheng;Jiang, Peng",2020-06-01,Ceramics International,"Environmental barrier coating,Residual stress,X-ray diffraction,Laser Raman spectroscopy",10.1016/j.ceramint.2020.02.025,https://doi.org/10.1016/j.ceramint.2020.02.025
"Supersonically sprayed clay, silica, and silica aerogel hybrid films as thermal and electrical barriers","A thermal barrier coating (TBC) provides protection from thermal damage. While sufficiently thick coatings facilitate thermal protection, space limitations often require the use of high-performing barrier materials, such as clays, silica, and aerogels. Herein, we demonstrate the fabrication of thin TBCs of clay, silica, and silica aerogel microparticles deposited by supersonic cold spraying. The coated films were characterized by scanning electron microscopy and transmission electron microscopy. The effects of varied coating thicknesses from 1 to 5 mm on the TBC performance of each material were studied for both heating and cooling scenarios. We found that the hybrid clay–aerogel coating provided the best thermal insulation. Deposition by supersonic cold spraying is rapid and scalable, with potential applicability for the commercial production of TBCs.","Kim, Tae-Gun;Park, Chan-Woo;Lee, Jong-Gun;Kim, Min-Woo;Choi, Mun Seok;Kim, Woo Yeong;Yang, Jae Sin;Yoon, Sam S.",2018-08-01,Ceramics International,"Thermal barrier coating,Supersonic spray,Clay,SiO2,Aerogel,Heating,Cooling",10.1016/j.ceramint.2018.04.106,https://doi.org/10.1016/j.ceramint.2018.04.106
Microstructural and thermal properties of plasma sprayed mullite coatings,"Thick mullite (3Al2O3–2SiO2) coatings were fabricated by atmospheric plasma spraying (APS) in a mixture of crystalline and amorphous phases, as confirmed by X-ray diffraction (XRD) analysis. The coatings were isothermally heat treated in order to study recrystallization mechanism of the glassy phase. The morphology and the microstructure of both mullite feedstock and coatings were investigated by using scansion electron microscopy (SEM). The porosity of as-sprayed coating was in the range between 2 and 3% and substantially remained unchanged after thermal treatment. The thermal expansion of as-sprayed and annealed coatings was measured during heating up to the temperature of crystallization and the corresponding high-temperature extent of shrinkage was calculated. The differential scanning calorimetry (DSC) curves at different heating rates showed a sharp exothermic peak between 1243 and 1253K, suggesting a rapid recrystallization of the amorphous phase. Finally, the heat capacity of recrystallized mullite coating was measured by DSC experiments. It was approximately 1.02×103 J/kgK at 373K and increased with increasing test temperature.","Di Girolamo, Giovanni;Blasi, Caterina;Pilloni, Luciano;Schioppa, Monica",2010-05-31,Ceramics International,"C. Thermal properties,D. Mullite,E. Thermal applications,Plasma spraying",10.1016/j.ceramint.2010.02.007,https://doi.org/10.1016/j.ceramint.2010.02.007
Facile construction of silica-based surface coating onto polypropylene microporous film through dopamine-assisted hydrolysis of tetraethoxysilane,"Surface modification with silica-based coating is widely used to attain high performance and construct special functions for thin films. In this paper, dopamine (DA) and tetraethoxysilane (TEOS) were used as initial building blocks to construct a biomimetic hydrophilic and mechanical robust silica-based coating onto polypropylene (PP) microporous film. It was found that the final DA/TEOS coating can be steadily immobilized onto PP film and greatly improve the hydrophilic property of PP film as evidenced by the decreased contact angle. Furthermore, the coating structures were comparatively investigated through one-step synthesis and two-step synthesis of DA and TEOS with a fixed ratio. Interestingly, the one-step synthesized coating possesses a loosely-packed layer with dispersed SiO2 nanoparticles within polydopamine matrix while the two-step synthesized coating shows a high loading of SiO2 nanoparticles. As a result, the two-step approach leads to a continuous SiO2 layer with abundant hydroxyl groups, indicating a better lyophilic property and depressed thermal shrinkage. In addition, the concentric SiO2 layer results in a significant increase of the tensile strength of PP films.","Zhao, Yongsheng;Si, Lianmeng;Dang, Wanbin;Lu, Zhaoqing",2018-06-15,Ceramics International,"Silica-based coating,Polydopamine(PDA),Lyophilic property,Mechanical property,Dimensional stability",10.1016/j.ceramint.2018.03.009,https://doi.org/10.1016/j.ceramint.2018.03.009
"Microstructure and properties of monolayer, bilayer and multilayer Ta2O5-based coatings on biomedical Ti-6Al-4V alloy by magnetron sputtering","In recent years, tantalum pentoxide (Ta2O5) ceramic coating has attracted considerable attention in the modification of implants due to its excellent biocompatibility, high corrosion resistance, and good wear resistance. However, the poor adhesion to the substrate degrades its performance and may become a significant obstacle to its clinical application. In the paper, Ta2O5 monolayer, Ta2O5/Ti bilayer, and Ta2O5/Ta2O5-Ti/Ti multilayer coatings were prepared on the Ti-6Al-4V alloy by magnetron sputtering. The microstructure, chemical composition, residual thermal stress, adhesion strength, mechanical properties, tribological behaviors, and corrosion resistance of the coatings were investigated and compared. The results showed that these deposited coatings were composed of an amorphous nano-Ta2O5 phase, and their surfaces were smooth, dense, and homogeneous without any cracks. Ta2O5/Ta2O5-Ti/Ti coatings exhibited lower thermal residual stress than that of the Ta2O5 and Ta2O5/Ti coatings, which could be attributed to the decrease of the coefficient of thermal expansion (CTE) mismatch between the Ta2O5 film and Ti-6Al-4V substrate due to the introduction of the Ta2O5-Ti/Ti double-interlayer. Moreover, Ta2O5/Ta2O5-Ti/Ti coating was significantly superior to Ta2O5 and Ta2O5/Ti coatings in the adhesion strength, mechanical properties, and wear resistance. These Ta2O5-based coatings can provide excellent corrosion protection for Ti-6Al-4V alloy in simulated body fluids (SBF). The Ta2O5 monolayer coating samples showed the best corrosion resistance, mainly due to its thick out-layer Ta2O5 film. These experimental results provide a feasible way to improve the performances of Ta2O5 coating on Ti-6Al-4V alloy.","Ding, Zeliang;Zhou, Quan;Wang, Yi;Ding, Ziyu;Tang, Yinghong;He, Quanguo",2020-08-30,Ceramics International,"Tantalum pentoxide,Ti-6Al-4V,Ceramic coating,Magnetron sputtering",10.1016/j.ceramint.2020.08.230,https://doi.org/10.1016/j.ceramint.2020.08.230
"Ultrathin-Y2O3-coated LiNi0.8Co0.1Mn0.1O2 as cathode materials for Li-ion batteries: Synthesis, performance and reversibility","Nickel-rich lithium material LiNixCoyMn1-x-yO2(x > 0.6) becomes a new research focus for the next-generation lithium-ion batteries owing to their high operating voltage and high reversible capacity. However, the rate performance and cycling stability of these cathode materials are not satisfactory. Inspired by the characteristics of Y2O3 production, a new cathode material with ultrathin-Y2O3 coating was introduced to improve the electrochemical performance and storage properties of LiNi0.8Co0.1Mn0.1O2 for the first time. XRD, scanning electron microscopy (SEM), high-resolution transmission electron microscopy (HRTEM), energy dispersive spectroscopy (EDS) and XPS were used to mirror the crystal and surface of LiNi0.8Co0.1Mn0.1O2 particles, results i that a uniform interface formed on as-prepared material. The impacts on the electrochemical properties with or without Y2O3 coating are discussed in detail. Notably, galvanostatic discharge-charge tests appear that Y2O3-coated sample especially 3% coating displayed a better capacity retention rate of 91.45% after 100 cycles than the bare one of 85.07%.","Dai, Shican;Yuan, Mingliang;Wang, Long;Luo, Liming;Chen, Qichao;Xie, Tangfeng;Li, Yaping;Yang, Yuting",2019-01-31,Ceramics International,"Electrode materials,Y2O3 coating,Lithium ion batteries,Electrochemical performance",10.1016/j.ceramint.2018.09.227,https://doi.org/10.1016/j.ceramint.2018.09.227
